,Smiles,ID,000,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099
0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,6,-1.334956407546997,6.014338970184326,-3.457425355911255,3.3127431869506836,2.192790985107422,-0.6957886219024658,-5.51201868057251,-2.7844905853271484,1.830520510673523,-9.754220008850098,14.209467887878418,-6.641525745391846,-1.371975064277649,1.0918771028518677,-6.233632564544678,5.438990116119385,0.13043555617332458,0.29822781682014465,-0.2137742042541504,-7.830269813537598,-6.061189651489258,1.5104634761810303,-3.5559511184692383,3.6842122077941895,-1.2283709049224854,-0.8698935508728027,-0.27821090817451477,-1.2456629276275635,-2.594633102416992,2.2573328018188477,1.5079425573349,8.408893585205078,9.70166015625,4.2178754806518555,-4.202390670776367,-5.382418632507324,3.6915934085845947,8.568029403686523,-2.4458372592926025,11.312158584594727,2.814765453338623,-12.974925994873047,-0.316018283367157,-1.3279749155044556,1.668969988822937,-3.4497039318084717,-3.6738357543945312,-0.7482819557189941,7.775512218475342,3.767569065093994,3.9416356086730957,-2.9902172088623047,-3.451509714126587,-0.04690905660390854,-0.5560722947120667,8.083649635314941,-4.196953773498535,-0.5746394991874695,4.785277843475342,6.216672897338867,-2.1963930130004883,-2.0988869667053223,5.580586910247803,-1.2693020105361938,-2.707427501678467,-1.3974065780639648,-0.796534538269043,7.890527248382568,-3.8680660724639893,8.96752643585205,-3.9196276664733887,-4.2970781326293945,11.319768905639648,1.2899665832519531,-10.552318572998047,-1.7128427028656006,1.1077711582183838,4.902900218963623,7.453999042510986,-12.429262161254883,5.797583103179932,5.406052589416504,2.109292984008789,-3.685366153717041,-3.871931791305542,8.88424301147461,4.581157207489014,11.265909194946289,-2.4570364952087402,-3.9669549465179443,11.084171295166016,3.7747435569763184,-9.430639266967773,-7.231738567352295,-1.487813949584961,-14.589432716369629,2.2270829677581787,12.224325180053711,-2.5964431762695312,1.3380407094955444
1,ClCCCl,11,-0.45007380843162537,0.39344850182533264,0.6420542597770691,0.8663442134857178,-0.4463759660720825,-0.25189009308815,-0.9851229786872864,1.7613301277160645,-1.8147897720336914,-4.158310890197754,0.334053635597229,0.9569662809371948,1.6422821283340454,0.04972105473279953,-2.516345500946045,1.177931547164917,-0.11240442097187042,0.2562551498413086,-1.5439071655273438,0.24921905994415283,-0.834661602973938,3.159820795059204,0.13640457391738892,2.299685001373291,-0.30902040004730225,-0.05412852019071579,-0.7653490900993347,1.026285171508789,-0.37614327669143677,-2.6480796337127686,-0.05444897711277008,3.7252047061920166,3.089834690093994,3.7625484466552734,-1.9200811386108398,-2.429997444152832,3.665740966796875,0.6326496005058289,0.006972476840019226,3.350590229034424,-1.9813971519470215,-2.5889294147491455,1.4447576999664307,-1.7230911254882812,0.790611982345581,-1.2931934595108032,-2.7626914978027344,2.0279223918914795,2.202138662338257,-0.27944034337997437,3.864999294281006,0.35756880044937134,0.735790491104126,1.893397331237793,-2.43870210647583,-0.3807626962661743,0.44606703519821167,0.8019862174987793,1.6847000122070312,-1.4067622423171997,1.7785847187042236,1.1044604778289795,0.6333191990852356,-2.776045799255371,-3.004756450653076,-3.1497867107391357,1.112992525100708,3.0570576190948486,-0.8994126319885254,0.7304779291152954,-0.3588687777519226,-1.8264154195785522,3.9069390296936035,0.24060195684432983,-2.659554958343506,-0.46016791462898254,1.190070629119873,-2.156515598297119,-1.0776430368423462,-1.8913264274597168,1.0594083070755005,2.1874687671661377,-1.65582275390625,-2.2155203819274902,-0.9220900535583496,1.8020869493484497,2.1822826862335205,5.530398845672607,-0.12622231245040894,-1.2455053329467773,3.672027111053467,3.384772300720215,-2.1078333854675293,-2.4924325942993164,2.8827877044677734,-2.9172823429107666,-0.15728387236595154,1.0711838006973267,-2.0456576347351074,-0.13178616762161255
2,Clc1ccc(Cl)c(Cl)c1,13,-0.9735615253448486,2.872420072555542,0.8186435699462891,-0.7203585505485535,-4.483081340789795,-0.12311770766973495,-4.206130504608154,0.09467320144176483,-1.1875879764556885,-6.168936729431152,5.887335777282715,-2.1809027194976807,0.9604510068893433,-1.4724955558776855,-2.8922641277313232,0.09480680525302887,-2.2672476768493652,3.0118019580841064,-3.468618154525757,-1.6370891332626343,-5.2575273513793945,4.770930290222168,-3.5024149417877197,3.637411117553711,-0.8469297885894775,-4.2920613288879395,-0.8079888224601746,-0.6743251085281372,-0.5898303985595703,1.8459314107894897,-2.659607410430908,5.356510162353516,8.656482696533203,6.993465900421143,-1.5254355669021606,-4.520876407623291,4.686611175537109,3.224857807159424,-4.118921279907227,7.482173442840576,3.8360767364501953,-5.759778022766113,-0.866776168346405,-4.828469276428223,1.4744479656219482,-6.272531032562256,-3.119666576385498,1.3463144302368164,4.107418537139893,4.259603023529053,3.046626329421997,2.3110568523406982,-1.5114448070526123,1.1952807903289795,2.1515517234802246,1.5923255681991577,0.3626110553741455,-3.0535850524902344,2.485093832015991,-0.591046154499054,0.2950335443019867,1.1980276107788086,2.2657907009124756,-0.31567007303237915,2.003072738647461,-4.483452320098877,-1.165517807006836,8.290154457092285,-0.9763463735580444,4.588825225830078,-2.4061245918273926,-3.1667728424072266,4.949647903442383,2.0262856483459473,-6.299929141998291,-3.1316826343536377,0.8069173097610474,2.591644525527954,-0.46403709053993225,-5.995725154876709,5.987846374511719,6.7283830642700195,2.2637317180633545,-3.9032931327819824,-7.660361289978027,5.606208801269531,3.736006259918213,8.6880521774292,-0.9292103052139282,-0.01449892669916153,6.356130123138428,3.114142894744873,-4.767637729644775,-2.8138816356658936,3.2282567024230957,-9.078575134277344,-0.23003320395946503,9.328370094299316,-1.8905291557312012,-0.8263262510299683
3,OCCCl,34,0.012048222124576569,0.23997896909713745,0.18940788507461548,-0.017107397317886353,-1.2921254634857178,-0.28339359164237976,-1.612483263015747,0.5145546793937683,-0.6682063341140747,-3.680058717727661,1.7883172035217285,0.07220529019832611,1.5636705160140991,-1.271492600440979,-3.0379035472869873,1.0708653926849365,0.2640690207481384,-0.1758531630039215,-0.45834314823150635,-0.4873499870300293,-0.9000003337860107,2.884110450744629,-0.8625696897506714,1.6931532621383667,-0.4178942143917084,0.8190560936927795,-0.9948900938034058,-0.5306024551391602,0.38809311389923096,-1.3497381210327148,0.9476613998413086,3.640883684158325,2.6954033374786377,1.4533803462982178,-2.8379859924316406,-2.1777918338775635,3.2223081588745117,1.1114580631256104,-0.9608875513076782,3.0273120403289795,-0.9120153784751892,-1.2355644702911377,1.8246203660964966,-0.837409257888794,-0.1892126202583313,-1.2556594610214233,-2.6723666191101074,2.1137351989746094,2.4161078929901123,0.6120223999023438,2.366030216217041,0.25452864170074463,0.7302786111831665,1.2965166568756104,-2.1685543060302734,-0.8503931760787964,-0.18248264491558075,0.8242415189743042,2.1121573448181152,-0.5514779090881348,0.3936697542667389,1.3114440441131592,0.14274191856384277,-1.7867945432662964,-2.6338608264923096,-2.35299015045166,0.8086385726928711,2.4106051921844482,-0.5322129130363464,-0.029762059450149536,-1.003450870513916,-2.5363035202026367,3.956662178039551,-1.4970605373382568,-2.488955020904541,-0.600301206111908,0.7534124255180359,-1.404101014137268,-0.7559032440185547,-0.7427151799201965,1.1421258449554443,0.7441238760948181,-1.8211908340454102,-1.3519706726074219,-2.730710029602051,2.3691298961639404,1.937933087348938,5.4721999168396,0.09071331471204758,-1.602454662322998,2.8712520599365234,2.844238042831421,-0.9812750816345215,-3.9494988918304443,3.0262722969055176,-2.182889461517334,-1.385839581489563,0.9653348326683044,-3.3508427143096924,-0.5410724878311157
4,Oc1cc(Cl)ccc1Cl,66,-1.0906145572662354,2.5286941528320312,-0.33788588643074036,-2.0869195461273193,-4.883386135101318,-0.0637076124548912,-4.3688645362854,-0.7742513418197632,-0.9019907712936401,-5.748847961425781,6.204981803894043,-1.8285167217254639,0.9370064735412598,-2.2582614421844482,-3.2041704654693604,0.7932307124137878,-1.4532246589660645,3.610161304473877,-2.358649969100952,-1.1907436847686768,-5.663056373596191,4.767265796661377,-3.253959894180298,2.828195571899414,-0.7710643410682678,-3.215867757797241,-0.6990544199943542,-1.197103500366211,-0.7492103576660156,1.8026349544525146,-1.4957258701324463,5.618910789489746,7.859770774841309,4.6795525550842285,-1.8895915746688843,-5.254350662231445,3.5966362953186035,3.885831356048584,-4.874423027038574,7.0462727546691895,3.4781508445739746,-4.391101360321045,-0.34067434072494507,-3.5896458625793457,0.7396023273468018,-5.1412248611450195,-4.263751029968262,2.0730624198913574,4.090307235717773,5.049633502960205,1.7147231101989746,1.8091909885406494,-1.3995336294174194,0.3161323666572571,0.9217385053634644,2.3632235527038574,-1.1310462951660156,-2.414107322692871,3.1586074829101562,-0.098140187561512,-0.5946346521377563,1.7841978073120117,3.133286476135254,0.7899821996688843,1.5131524801254272,-4.207360744476318,-1.2292757034301758,8.057965278625488,-1.9469670057296753,4.299311637878418,-2.134455680847168,-2.834718704223633,5.574557304382324,0.9869672060012817,-5.2951483726501465,-2.2857327461242676,0.5660810470581055,2.8452584743499756,0.6846600770950317,-4.67863130569458,5.508622169494629,5.139992713928223,2.3320608139038086,-3.605281114578247,-7.645468235015869,5.226579189300537,3.510200262069702,8.65617561340332,0.09652339667081833,-0.7585151791572571,5.881925106048584,2.5430386066436768,-4.093282699584961,-3.802563428878784,4.3983588218688965,-9.499289512634277,-0.6491096019744873,8.752287864685059,-3.3325443267822266,-1.0315090417861938
5,OCCO,174,0.47417011857032776,0.08650937676429749,-0.2632385492324829,-0.9005590677261353,-2.1378750801086426,-0.3148970603942871,-2.2398438453674316,-0.7322207689285278,0.47837701439857483,-3.2018067836761475,3.2425806522369385,-0.8125556707382202,1.4850587844848633,-2.5927062034606934,-3.559461832046509,0.963799238204956,0.6405424475669861,-0.6079614758491516,0.6272207498550415,-1.2239189147949219,-0.965339183807373,2.6083998680114746,-1.861543893814087,1.0866214036941528,-0.5267679691314697,1.6922407150268555,-1.224431037902832,-2.0874900817871094,1.152329444885254,-0.05139699578285217,1.9497718811035156,3.5565624237060547,2.3009722232818604,-0.8557875752449036,-3.7558908462524414,-1.9255863428115845,2.7788753509521484,1.590266227722168,-1.928747534751892,2.704033851623535,0.15736645460128784,0.11780057847499847,2.2044830322265625,0.04827295243740082,-1.1690372228622437,-1.218125581741333,-2.5820417404174805,2.1995482444763184,2.6300771236419678,1.5034853219985962,0.8670612573623657,0.1514885276556015,0.7247666716575623,0.6996358036994934,-1.8984068632125854,-1.3200236558914185,-0.8110322952270508,0.8464967012405396,2.539614677429199,0.3038063645362854,-0.9912453889846802,1.5184276103973389,-0.3478353023529053,-0.7975431680679321,-2.262965440750122,-1.5561938285827637,0.5042846202850342,1.764153242111206,-0.16501322388648987,-0.7900019884109497,-1.6480326652526855,-3.2461915016174316,4.006385803222656,-3.234722852706909,-2.318354845046997,-0.740434467792511,0.31675422191619873,-0.6516867876052856,-0.4341634213924408,0.4058959484100342,1.224843144416809,-0.6992209553718567,-1.9865589141845703,-0.48842108249664307,-4.539329528808594,2.9361727237701416,1.6935834884643555,5.414000511169434,0.3076489567756653,-1.9594038724899292,2.070477247238159,2.3037033081054688,0.145283043384552,-5.4065656661987305,3.1697568893432617,-1.448496699333191,-2.6143953800201416,0.8594858050346375,-4.656027793884277,-0.9503588676452637
6,CC=O,177,0.5173028707504272,-0.33447030186653137,-1.4699785709381104,0.35379186272621155,-0.2533065974712372,-1.2714194059371948,0.2389741837978363,-1.4150583744049072,0.20861101150512695,-0.6754732131958008,1.1653273105621338,-1.5748616456985474,0.8210905194282532,-0.9168774485588074,-0.9778292775154114,0.14797033369541168,0.6667572855949402,0.07611227035522461,0.33707332611083984,-0.9161182641983032,-0.7541475296020508,1.3440543413162231,0.07361364364624023,-0.5080615282058716,2.2572455406188965,-1.2616819143295288,0.38391047716140747,-0.3787330389022827,0.4424535036087036,-0.4944514334201813,0.13397425413131714,0.10069532692432404,1.5431630611419678,-0.022497832775115967,-2.1990928649902344,-0.48050975799560547,-0.09067617356777191,1.5916658639907837,-0.7780517339706421,1.0130395889282227,-0.4615209698677063,-0.5445284843444824,0.44080787897109985,0.06012067198753357,0.17210324108600616,-1.2267791032791138,-1.1691827774047852,0.6657532453536987,0.6685997843742371,0.869596004486084,1.3295085430145264,-0.24602998793125153,-0.15184763073921204,0.8202340602874756,-0.04747110605239868,1.099560022354126,-0.9643625020980835,-0.13857604563236237,2.256382703781128,-0.7599223256111145,-2.0854034423828125,0.33414503931999207,2.457768678665161,0.12008702754974365,-2.2449471950531006,-1.9972978830337524,0.022228866815567017,3.3626513481140137,-0.3820551633834839,0.374114066362381,-0.9103026390075684,-0.8603683710098267,2.8697710037231445,-1.0481507778167725,-1.8940398693084717,0.2786034643650055,-0.648634672164917,1.6875293254852295,-0.3532489240169525,-0.46215879917144775,0.11560655385255814,0.8554307222366333,-0.05384017527103424,-1.0358178615570068,-1.0710268020629883,0.11981511116027832,-0.18147991597652435,1.7602368593215942,-0.09837434440851212,-0.2973141074180603,3.550194263458252,-0.9289990663528442,0.3860720992088318,-1.6231253147125244,1.458238124847412,-0.9966742992401123,-0.0940445065498352,1.8067373037338257,-2.5070950984954834,-0.4000656008720398
7,CC(N)=O,178,0.8381574153900146,-1.1605627536773682,0.9418478608131409,0.08001972734928131,-1.3865927457809448,-2.621091365814209,0.5932136178016663,-2.1615891456604004,-0.7060392498970032,-1.7810243368148804,0.8318622708320618,-0.9191280603408813,1.9600210189819336,-0.6898437142372131,-2.261178731918335,-2.7219479084014893,-0.3832787573337555,-0.5101740956306458,-0.032254934310913086,-1.26655113697052,-0.4142797887325287,3.3827497959136963,-2.5589122772216797,1.1775387525558472,2.0758919715881348,-1.7602113485336304,-0.820837676525116,-1.3410954475402832,0.012442201375961304,-1.5198819637298584,1.59080970287323,2.305401086807251,2.486964702606201,-1.462334156036377,-2.273507595062256,-2.028470993041992,3.595942974090576,1.7048165798187256,-2.013078212738037,2.5488405227661133,0.3192554712295532,-1.1652114391326904,0.8491073846817017,0.5767287015914917,-0.16775169968605042,-1.3648086786270142,-4.295717239379883,0.2512100338935852,2.9245107173919678,1.3446314334869385,1.0491524934768677,0.012822523713111877,-0.02114945277571678,0.2411956787109375,-0.6364555954933167,0.47550976276397705,-1.5962636470794678,-0.48946020007133484,-0.5386819243431091,-0.7718542814254761,-3.0734446048736572,-0.11541697382926941,1.2220431566238403,0.2059360146522522,-2.3838913440704346,-0.7960923314094543,-0.0014247000217437744,1.7973538637161255,-0.6227751970291138,2.9321842193603516,-2.2845964431762695,-2.3201944828033447,2.4930760860443115,-1.6834884881973267,-1.614201307296753,-0.5487246513366699,0.13945801556110382,0.1577659249305725,0.06112225353717804,-0.5643409490585327,0.9822938442230225,1.2771509885787964,0.8207859396934509,-0.3811245262622833,-2.6962528228759766,0.9923638105392456,0.016356676816940308,4.156303405761719,-0.700412392616272,-1.1131629943847656,3.5424396991729736,0.028024017810821533,0.7670180797576904,-1.795466423034668,2.1746327877044678,-2.7261135578155518,2.232024669647217,3.3891124725341797,-4.401909351348877,1.0806410312652588
8,CC(=O)C(C)O,179,2.165806293487549,-2.6631834506988525,-2.3643686771392822,0.5746774673461914,-0.39167535305023193,-3.5578389167785645,-1.7894760370254517,-0.8259496092796326,0.5914278626441956,-3.3199851512908936,1.1427544355392456,-3.4815900325775146,3.6072466373443604,-2.065826892852783,-2.669267177581787,-4.799428462982178,-1.5231683254241943,-1.0654895305633545,0.6175065040588379,-2.6311306953430176,-2.203592538833618,4.179951190948486,-2.1362905502319336,0.8310464024543762,2.8095297813415527,-3.2063846588134766,-0.5624756217002869,-2.9027938842773438,2.367687463760376,-0.5104783177375793,2.814728260040283,2.9432294368743896,3.7754039764404297,-0.531293511390686,-4.979185104370117,-2.2469940185546875,2.5422451496124268,3.3026397228240967,-4.234408378601074,3.4540302753448486,-0.4724429249763489,1.6346983909606934,1.8509725332260132,0.5080989599227905,-0.8008790016174316,-0.9700138568878174,-4.1599273681640625,1.927086591720581,3.8976941108703613,3.2722277641296387,2.190279483795166,0.9950419068336487,0.33721524477005005,-0.9908252358436584,-0.8074798583984375,0.984553337097168,-2.799125909805298,-0.33090198040008545,0.8769108057022095,0.606209397315979,-2.71526837348938,1.0889241695404053,2.819817066192627,1.3691070079803467,-3.899390697479248,-4.667325019836426,-1.0751503705978394,3.437938690185547,-1.9766514301300049,1.832046627998352,-3.6111819744110107,-3.288790225982666,4.332766532897949,-3.189516305923462,0.5280436873435974,0.5914103984832764,-1.0049370527267456,0.25297316908836365,-0.9454938173294067,-0.9965306520462036,2.2757787704467773,2.2925171852111816,0.5887884497642517,-1.9136888980865479,-3.3355889320373535,-0.2451886236667633,0.7790482640266418,6.552646636962891,-0.2143479883670807,-2.3254404067993164,5.363454818725586,-0.3400103747844696,2.675682783126831,-3.285330295562744,2.8457067012786865,-3.660943031311035,3.207550525665283,4.7874369621276855,-7.774351119995117,-0.5892819166183472
9,O=[As](O)(O)O,234,0.40125542879104614,-0.9835508465766907,0.4747622609138489,-2.175011396408081,0.78033047914505,1.8566396236419678,-0.20154139399528503,0.8626943826675415,-0.7632235288619995,-7.861436367034912,2.90822434425354,-0.13813671469688416,-1.1165740489959717,-4.4138407707214355,-3.0041913986206055,0.6947726607322693,0.16517668962478638,-1.4089601039886475,0.6826684474945068,-0.6700247526168823,-5.857545375823975,3.0675151348114014,-4.778106689453125,0.5926826000213623,0.30581411719322205,0.15961557626724243,-3.3931970596313477,-0.9249528050422668,-4.295923233032227,-0.9368293285369873,4.152883052825928,2.741551399230957,0.8225345611572266,-3.7998464107513428,-2.5368940830230713,-0.45558157563209534,1.533530592918396,-3.9824390411376953,-2.7296786308288574,5.834484100341797,-1.9825114011764526,-3.7621593475341797,-2.5826210975646973,1.961320161819458,-0.37519562244415283,-2.561997413635254,-3.7318062782287598,7.500435829162598,2.212949275970459,0.8658029437065125,-0.7931504845619202,-1.0024125576019287,-3.226654052734375,-1.8653907775878906,-3.2874093055725098,-1.331202507019043,-1.0172667503356934,0.4241468012332916,0.8470842838287354,1.0147877931594849,-1.8947182893753052,-1.423272728919983,-4.549313545227051,-0.9634577035903931,-3.668673515319824,0.033155351877212524,-0.8683490753173828,-1.4977902173995972,0.15873205661773682,3.4209699630737305,0.6248593330383301,-1.3323924541473389,4.538036823272705,-4.970534801483154,1.7508678436279297,0.66887366771698,2.5868427753448486,0.4988268315792084,1.9887443780899048,-2.998687505722046,1.692582368850708,0.2632457911968231,2.4409103393554688,0.11210617423057556,0.6024749279022217,1.9128636121749878,0.07580135762691498,3.2290148735046387,2.8516037464141846,-4.192483425140381,0.37690287828445435,3.0169591903686523,-2.353955030441284,-4.853058815002441,2.1140522956848145,-7.705695152282715,2.488193988800049,0.8770644664764404,-9.791495323181152,-1.7652040719985962
